"LEI_Code","NSA","Period","Item","Label","Portfolio","MKT_Modprod","Mkt_risk","Amount","Row","Column","Sheet"
"529900HEKOENJHPNN480","FI","202409","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","1","0","0","11","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","2","0","0","14","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","3","0","0","17","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","4","0","0","18","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","12","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","13","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","1","0","15","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","2","0","16","7","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520441","SVAR - LATEST AVAILABLE (SVaRt-1)","5","0","0","0","19","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","1","0","0","11","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","2","0","0","14","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","3","0","0","17","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","4","0","0","18","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","12","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","13","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","1","0","15","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","2","0","16","8","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520451","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE","5","0","0","0","19","9","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520461","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE","5","0","0","0","19","10","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520471","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR","5","0","0","0","19","11","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520481","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE","5","0","0","0","19","12","Market Risk"
"529900HEKOENJHPNN480","FI","202409","2520491","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE","5","0","0","0","19","13","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520401","TOTAL RISK EXPOSURE AMOUNT","1","0","0","0","19","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520401","TOTAL RISK EXPOSURE AMOUNT","5","0","0","0","19","24","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","1","0","0","11","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","2","0","0","14","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","3","0","0","17","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","4","0","0","18","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","1","0","12","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","2","0","13","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","1","0","15","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","2","0","16","4","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520411","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg)","5","0","0","0","19","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","1","0","0","11","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","2","0","0","14","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","3","0","0","17","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","4","0","0","18","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","12","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","13","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","1","0","15","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","2","0","16","15","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520421","VAR - PREVIOUS DAY (VaRt-1)","5","0","0","0","19","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","1","0","0","11","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","2","0","0","14","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","3","0","0","17","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","4","0","0","18","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","12","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","13","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","1","0","15","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","2","0","16","16","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520431","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg)","5","0","0","0","19","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","1","0","0","11","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","2","0","0","14","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","3","0","0","17","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","4","0","0","18","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","12","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","13","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","1","0","15","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","2","0","16","17","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520441","SVAR - LATEST AVAILABLE (SVaRt-1)","5","0","0","0","19","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","1","0","0","11","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","2","0","0","14","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","3","0","0","17","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","4","0","0","18","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","12","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","13","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","1","0","15","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","2","0","16","18","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520451","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE","5","0","0","0","19","19","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520461","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE","5","0","0","0","19","20","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520471","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR","5","0","0","0","19","21","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520481","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE","5","0","0","0","19","22","Market Risk"
"529900HEKOENJHPNN480","FI","202412","2520491","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE","5","0","0","0","19","23","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520401","TOTAL RISK EXPOSURE AMOUNT","1","0","0","0","29","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520401","TOTAL RISK EXPOSURE AMOUNT","5","0","0","0","29","14","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","1","0","0","21","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","2","0","0","24","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","3","0","0","27","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","4","0","0","28","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","1","0","22","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","2","0","23","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","1","0","25","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","2","0","26","3","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520411","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg)","5","0","0","0","29","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","1","0","0","21","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","2","0","0","24","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","3","0","0","27","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","4","0","0","28","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","22","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","23","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","1","0","25","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","2","0","26","5","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520421","VAR - PREVIOUS DAY (VaRt-1)","5","0","0","0","29","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","1","0","0","21","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","2","0","0","24","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","3","0","0","27","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","4","0","0","28","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","22","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","23","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","1","0","25","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","2","0","26","6","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520431","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg)","5","0","0","0","29","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","1","0","0","21","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","2","0","0","24","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","3","0","0","27","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","4","0","0","28","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","22","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","23","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","1","0","25","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","2","0","26","7","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520441","SVAR - LATEST AVAILABLE (SVaRt-1)","5","0","0","0","29","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","1","0","0","21","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","2","0","0","24","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","3","0","0","27","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","4","0","0","28","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","22","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","23","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","1","0","25","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","2","0","26","8","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520451","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE","5","0","0","0","29","9","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520461","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE","5","0","0","0","29","10","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520471","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR","5","0","0","0","29","11","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520481","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE","5","0","0","0","29","12","Market Risk"
"529900HEKOENJHPNN480","FI","202503","2520491","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE","5","0","0","0","29","13","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520401","TOTAL RISK EXPOSURE AMOUNT","1","0","0","0","29","4","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520401","TOTAL RISK EXPOSURE AMOUNT","5","0","0","0","29","24","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","1","0","0","21","4","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","2","0","0","24","4","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","3","0","0","27","4","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","4","0","0","28","4","Market Risk"
"529900HEKOENJHPNN480","FI","202506","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","1","0","22","4","Market Risk"
